max1,max2,min1,min2,Std1,Std2,Kurtosis1,Kurtosis2,Skewness1,Skewness2,Activity1,Activity2,Mobility1,Mobility2,Complexity1,Complexity2,1st Difference Mean1,1st Difference Mean2,1st Difference Max1,1st Difference Max2,2nd Difference Mean1,2nd Difference Mean2,2nd Difference Max1,2nd Difference Max2,Wavelet Approximate Mean1,Wavelet Approximate Mean2,Wavelet Approximate Std Deviation1,Wavelet Approximate Std Deviation2,Wavelet Detailed Mean1,Wavelet Detailed Mean2,Wavelet Detailed Std Deviation1,Wavelet Detailed Std Deviation2,Wavelet Approximate Energy1,Wavelet Approximate Energy2,Wavelet Detailed Energy1,Wavelet Detailed Energy2,Wavelet Approximate Entropy1,Wavelet Approximate Entropy2,Wavelet Detailed Entropy1,Wavelet Detailed Entropy2,FFT Delta MaxPower1,FFT Delta MaxPower2,FFT Theta MaxPower1,FFT Theta MaxPower2,FFT Alpha MaxPower1,FFT Alpha MaxPower2,FFT Beta MaxPower1,FFT Beta MaxPower2,Result
0.908317489,0.450169506,-1,-0.377676445,0.438233194,0.194075471,-0.484492503,-0.423502424,-0.233856376,0.110616621,0.192048332,0.037665289,0.187607538,0.187322547,2.621318785,2.916960136,0.06194428,0.029129675,0.227583985,0.102576836,0.028676568,0.014516755,0.111615917,0.048074522,8.22E-05,0.006740346,0.611015804,0.273726531,0.0002936,0.000970868,0.020677775,0.009420378,27.62718365,5.547901825,0.031646588,0.006636772,-7.691533817,-10.58541777,-0.21678982,-0.056516936,0.195556409,0.015313423,0.059588725,0.010944053,0.001743912,0.000307529,0.000103093,2.61E-05,9
0.889025738,0.54788466,-1,-0.461455406,0.473405116,0.234004634,-0.519768333,-0.525313343,-0.230133023,-0.046769811,0.224112404,0.054758169,0.169594903,0.196271868,3.326532431,3.197109606,0.063773884,0.035185755,0.217301095,0.162831394,0.030355544,0.018923828,0.125610432,0.02773003,0.004967745,0.01058728,0.659360116,0.331022216,-0.001197292,0.000711037,0.020653972,0.013910823,35.21721571,8.884711656,0.034669626,0.015715342,-4.40117114,-13.8402108,-0.226470194,-0.116595632,0.271966643,0.019964458,0.092902831,0.025498736,0.000476108,0.000340379,5.84E-05,0.000170787,9
0.627263048,0.332493159,-1,-0.320154778,0.370632846,0.165547796,-0.375148481,-0.803083335,-0.438797394,-0.154693536,0.137368706,0.027406073,0.172448127,0.176547992,2.945338439,3.078311103,0.050876024,0.022405194,0.159147509,0.104936527,0.021919557,0.011321325,0.059563616,0.034480923,0.00142058,0.003605912,0.516145903,0.231600337,-0.000229,0.000308218,0.011485251,0.008347415,21.8455061,4.399440942,0.010821001,0.005721496,-13.07545004,-10.44123512,-0.089638618,-0.05078061,0.149164066,0.017091028,0.074966938,0.00934244,0.000343793,0.000188324,9.54E-05,6.79E-05,9
0.924449335,0.503323938,-1,-0.459977916,0.460090485,0.200908318,-0.703941659,0.074985362,-0.088148021,0.107300101,0.211683254,0.040364152,0.185138126,0.21163725,2.711762666,2.882743077,0.06566249,0.031510557,0.249684394,0.191367747,0.03058105,0.017722259,0.127999467,0.059059534,0.004145519,0.007183642,0.642843336,0.283805826,4.28E-05,-0.001596269,0.019640788,0.011870619,32.64791444,6.367190771,0.030475229,0.011333314,-7.788960502,-11.04903719,-0.211656165,-0.090143356,0.228046895,0.015385209,0.074594604,0.018479325,0.002102783,0.0002305,0.000221862,0.00014987,9
0.7523092,0.511277154,-1,-0.430185256,0.454144047,0.192887848,-0.734871558,0.15999297,-0.364246437,0.249094784,0.206246815,0.037205722,0.16279019,0.189641857,2.815858219,3.23931587,0.059850262,0.029182814,0.192802388,0.109080428,0.02553174,0.015708529,0.044943009,0.078416188,3.06E-05,0.006769079,0.631497489,0.270960801,-0.00138947,0.000255816,0.013372909,0.010097606,30.30797008,5.583383792,0.013738164,0.007754059,-8.844679012,-10.18586435,-0.10799479,-0.064728136,0.185565431,0.019693817,0.022561431,0.010828348,0.00018359,0.000235383,0.000109014,0.000175632,9
0.679497779,0.299182922,-1,-0.339677616,0.424510822,0.172205583,-0.486357375,-0.933353903,-0.407533176,-0.140576585,0.180209438,0.029654763,0.170551615,0.18757168,2.867290814,3.193564162,0.056760627,0.024533647,0.21361493,0.12056038,0.024351288,0.013401917,0.030790108,0.051795805,0.001520699,0.004732051,0.592755132,0.24235624,-0.001017354,-0.00107712,0.016233128,0.008553981,28.10887676,4.700715143,0.021163956,0.005946463,-9.537860768,-10.76927363,-0.148254259,-0.051123224,0.19163584,0.015300395,0.068971649,0.01315324,0.000664631,0.000225633,6.51E-05,3.68E-05,9
0.732513116,0.481251273,-1,-0.438724732,0.467086454,0.212459647,-0.605630179,-0.283119454,-0.439352762,0.148513759,0.218169755,0.045139102,0.167784026,0.183935067,2.935124095,3.275835742,0.060948896,0.028848282,0.218697476,0.134664332,0.027108677,0.016093511,0.087934102,0.073142969,0.001225969,0.005343232,0.652281082,0.298651674,0.000167621,0.001490874,0.017377833,0.0115349,34.8887133,7.316152569,0.024765408,0.011092682,-6.299278916,-12.48058107,-0.179575842,-0.089099358,0.276593809,0.020989664,0.098644426,0.018183591,0.000502376,0.00026646,6.52E-05,0.000133636,9
0.670604862,0.515916013,-1,-0.380605773,0.389669686,0.197528398,-0.223944887,-0.367331421,-0.553636679,0.25656382,0.151842464,0.039017468,0.193589734,0.198641678,2.634982906,3.054744466,0.058626666,0.027718168,0.214193446,0.160106443,0.026183326,0.015473792,0.177863028,0.021322761,0.000755262,0.004922932,0.541099598,0.275534518,0.0017286,0.000968473,0.019052746,0.011782535,20.78804349,5.391988909,0.025985658,0.009923392,-9.949372808,-10.69140476,-0.172702714,-0.079680284,0.133282293,0.01798598,0.030276812,0.01276491,0.001494931,0.000187649,0.000232318,0.000159824,9
0.748637236,0.414282212,-1,-0.370865953,0.456755595,0.19843463,-0.747350209,-0.941568308,-0.397541605,3.21E-05,0.208625673,0.039376302,0.1629464,0.179121228,2.903763129,3.159592448,0.058109604,0.0259545,0.193176893,0.143569067,0.025737685,0.013959414,0.06228023,0.063593833,-0.000687386,0.00805109,0.637731572,0.28146748,-0.000562788,0.000183503,0.01729088,0.009702943,32.53616243,6.343101009,0.0239433,0.007534462,-9.376708967,-13.11704702,-0.168349843,-0.064119271,0.252936196,0.01717294,0.082572619,0.012251753,0.00040743,0.000442203,0.000172688,3.19E-05,9
0.955260737,0.54969863,-1,-0.430191223,0.518960713,0.23140935,-0.818109891,-0.688374774,-0.122882796,0.226526463,0.269320222,0.053550287,0.177551473,0.196522735,2.746834291,2.835333863,0.071755079,0.033414458,0.299139561,0.174625845,0.033428929,0.017502452,0.058101021,0.081986996,0.000787209,0.011096907,0.722011474,0.327639769,-0.000939842,-0.000463684,0.021063465,0.01262759,41.18279388,8.490205806,0.035119676,0.012614012,-0.289858976,-14.4064463,-0.238765076,-0.097338551,0.312402826,0.022508202,0.131860698,0.025898277,0.001211826,0.000658585,9.72E-05,0.00011731,9
0.727481046,0.441910736,-1,-0.373528131,0.451719395,0.196446923,-0.642243132,-0.669531674,-0.490205297,0.039319447,0.204050412,0.038591394,0.171411235,0.182240963,2.567286046,2.984864837,0.059539003,0.026915966,0.204814295,0.1360083,0.024481441,0.013712746,0.093625028,0.032913856,-0.000999982,0.008730677,0.628120651,0.27711125,0.001033854,0.001267101,0.017057595,0.010028443,29.98477795,5.841882097,0.022194311,0.007765316,-8.408856735,-11.58942105,-0.163562405,-0.063226088,0.222766598,0.02095951,0.051377929,0.012598577,0.000720668,0.00015974,0.000242733,0.000151746,9
0.757965049,0.53503921,-1,-0.402794348,0.474224727,0.226097016,-0.759669665,-0.398316548,-0.318973942,0.238806389,0.224889092,0.051119861,0.163571068,0.184860721,2.806995965,3.335700193,0.062249782,0.030080621,0.213308128,0.194307283,0.026243842,0.014940596,0.090619414,0.107814749,0.000614897,0.006412672,0.66235891,0.318474219,0.000221457,-0.000777904,0.017065124,0.011222592,36.41373536,8.42175692,0.024175203,0.010503791,-6.61812903,-13.50664403,-0.172057253,-0.081790457,0.278542275,0.024052502,0.111554191,0.026253289,0.000210571,0.001026228,0.000124134,0.000107278,9
0.959391739,0.470311157,-1,-0.400301839,0.473298906,0.1978581,-0.556141188,0.066498516,-0.069633744,0.218417729,0.224011854,0.039147828,0.163873891,0.188942461,2.801905356,3.058672087,0.059557345,0.027461126,0.237088687,0.172119921,0.0254568,0.014194083,0.04612467,0.076243685,-0.000512905,0.005381353,0.661396148,0.278900213,-0.000694878,-0.002023,0.017161993,0.009692681,38.05772607,6.769843027,0.025666466,0.008529532,-4.28243933,-11.49747378,-0.18754392,-0.068568789,0.295226296,0.020597169,0.011581524,0.004893151,0.001436698,0.000530101,5.54E-05,4.75E-05,9
0.594253784,0.408576321,-1,-0.386143635,0.402168499,0.192637137,-0.318129226,-0.769623461,-0.557083781,-0.0102962,0.161739501,0.037109067,0.184976301,0.20589839,2.519393341,3.011107991,0.059134252,0.030398976,0.239400316,0.125232518,0.024387854,0.017125759,0.098432903,0.041959719,-0.001194206,0.005633546,0.560453226,0.270368195,0.00037515,0.000974226,0.013513835,0.01166562,21.98764712,5.119148844,0.012793514,0.009592506,-9.337434538,-10.69440046,-0.099279955,-0.078538423,0.158420958,0.014342805,0.023528642,0.011950296,0.000220837,0.000194185,0.00010155,5.94E-05,9
0.779076383,0.412981734,-1,-0.507689699,0.465979615,0.224535247,-0.747531496,-0.81699446,-0.322013838,-0.211143806,0.217137002,0.050416077,0.173882781,0.181064664,2.764230403,3.164201425,0.062640501,0.030753716,0.207343424,0.159513247,0.028714525,0.016595151,0.08130337,0.047116295,0.002334817,0.007688823,0.648097004,0.314775538,-0.001407272,-0.001381624,0.013280674,0.010145854,31.50263835,7.435706805,0.013376753,0.007863543,-7.520992689,-13.26917539,-0.105043426,-0.066060622,0.242678301,0.023777275,0.075307772,0.017543773,0.000843669,0.000464383,5.09E-05,5.52E-05,9
0.768448871,0.456462623,-1,-0.482487934,0.475094384,0.223705115,-0.908066412,-0.659383839,-0.22135937,-0.235320038,0.225714673,0.050043978,0.161529457,0.179591716,3.119961678,3.170910066,0.059409451,0.029706196,0.214133488,0.131716886,0.027829621,0.016658814,0.095887648,0.06005841,0.001790997,0.006633818,0.663645989,0.315198752,-0.000907176,-0.001113874,0.017847744,0.010994782,36.11519496,8.1503294,0.026187925,0.010014327,-8.34819245,-14.03296086,-0.184044081,-0.083419816,0.255368109,0.02545162,0.064337231,0.018284881,0.000528998,0.000225496,0.000106331,6.74E-05,9
0.681605684,0.430849342,-1,-0.391218475,0.396722308,0.19347306,-0.230282533,-0.372441696,-0.551364664,-0.000215863,0.157388589,0.037431825,0.193414157,0.207271843,2.469821764,2.787167705,0.060755084,0.030270257,0.217686882,0.153878051,0.027058693,0.015665741,0.062319435,0.072039699,0.003618671,0.006628301,0.553574991,0.272550985,0.003059322,0.001827533,0.017384479,0.010443281,21.75854396,5.277286155,0.022122148,0.007980542,-9.754021537,-10.13727962,-0.160563125,-0.065295525,0.167207339,0.016519292,0.053285769,0.013467051,0.000951659,0.000852752,9.89E-05,7.98E-05,9
0.859602236,0.506842284,-1,-0.470762014,0.457623494,0.215274212,-0.656492465,-0.087685681,-0.237378489,-0.058542873,0.209419262,0.046342986,0.179345685,0.211093624,2.656154315,2.535880508,0.063339623,0.035009425,0.212207096,0.132287984,0.028753872,0.018160394,0.115195908,0.080075204,-0.000493138,0.007129186,0.638859022,0.304080509,3.70E-05,-0.00144515,0.0164471,0.011266978,32.65128742,7.401262521,0.021640677,0.010322661,-7.64802049,-11.74078318,-0.15891892,-0.084772926,0.22278203,0.015513094,0.123561797,0.023228772,0.00389868,0.002197524,4.51E-05,1.48E-05,9
0.627864801,0.390610427,-1,-0.353826046,0.326128021,0.160539115,0.563596659,-0.234797534,-0.521946443,-0.05485178,0.106359486,0.025772807,0.182043104,0.198441919,2.933129238,3.397720181,0.043773629,0.024192746,0.196411442,0.107808203,0.020576459,0.013230049,0.12095872,0.071156018,0.000203584,0.001573784,0.456338536,0.224798617,0.000583501,0.0006529,0.015282836,0.011516137,20.82449011,5.053689495,0.023390556,0.01330477,-11.89669137,-11.18803019,-0.172438076,-0.098626107,0.131533975,0.008059035,0.08822807,0.014898728,0.000265059,0.000169896,9.08E-05,2.12E-05,9
0.71711669,0.38199145,-1,-0.410366043,0.433579523,0.185418257,-0.357991491,-0.659572346,-0.597811892,-0.168946356,0.187991202,0.03437993,0.19096127,0.201716727,2.513199626,2.81416858,0.061995211,0.030097028,0.255566082,0.118743092,0.027636595,0.015520207,0.128533081,0.05597663,0.00287705,0.008149546,0.602044385,0.26197297,-0.000200579,-0.001303088,0.018256257,0.009061326,25.37260032,4.808737653,0.023333181,0.005866397,-7.201809677,-10.07284475,-0.161249365,-0.051330193,0.180582014,0.017299151,0.035071182,0.010372366,0.001679824,0.000646124,0.000132212,1.97E-05,9
0.578338364,0.362899258,-1,-0.384182214,0.362771007,0.179043507,0.119695946,-0.473848053,-0.750766302,-0.247295122,0.131602804,0.032056578,0.21679886,0.212972648,2.515231349,2.660815493,0.05474848,0.029299913,0.258234186,0.11435523,0.027614993,0.014342438,0.154573105,0.059637925,0.001347335,0.004984312,0.505673498,0.251459515,-0.002206306,0.000247586,0.019398205,0.009599468,18.66664767,4.617741369,0.027824545,0.006731409,-9.919655239,-9.708856753,-0.189192776,-0.055277251,0.113314497,0.011359607,0.058892343,0.008253512,0.003098794,0.000863999,6.56E-05,5.13E-05,9
