max1,max2,min1,min2,Std1,Std2,Kurtosis1,Kurtosis2,Skewness1,Skewness2,Activity1,Activity2,Mobility1,Mobility2,Complexity1,Complexity2,1st Difference Mean1,1st Difference Mean2,1st Difference Max1,1st Difference Max2,2nd Difference Mean1,2nd Difference Mean2,2nd Difference Max1,2nd Difference Max2,Wavelet Approximate Mean1,Wavelet Approximate Mean2,Wavelet Approximate Std Deviation1,Wavelet Approximate Std Deviation2,Wavelet Detailed Mean1,Wavelet Detailed Mean2,Wavelet Detailed Std Deviation1,Wavelet Detailed Std Deviation2,Wavelet Approximate Energy1,Wavelet Approximate Energy2,Wavelet Detailed Energy1,Wavelet Detailed Energy2,Wavelet Approximate Entropy1,Wavelet Approximate Entropy2,Wavelet Detailed Entropy1,Wavelet Detailed Entropy2,FFT Delta MaxPower1,FFT Delta MaxPower2,FFT Theta MaxPower1,FFT Theta MaxPower2,FFT Alpha MaxPower1,FFT Alpha MaxPower2,FFT Beta MaxPower1,FFT Beta MaxPower2,Result
-0.11400222890987688,-0.71104190759511965,-0.66763398427469978,1.2127883381751425,0.094046306635468313,-0.89975074937605504,-0.17922984515375615,-0.42381954774302716,-0.30633309532916225,1.0038247712092472,0.0060430772878967507,-0.85124128052264603,-0.16537782919576585,-0.088019802970844996,-0.46065125735229157,-0.47700491023825198,-0.038119378622579365,-0.56678448191626263,-0.32645163450960923,-0.73967199493222513,-0.11564370759803674,-0.73232810563955519,-0.21063925840511885,-0.55232534353859664,0.53609871855972102,-0.23615903283028178,0.099500660105778474,-0.89818497005323561,-0.096139157335778866,1.9516838812206112,-0.37152530846944831,-0.70820013489367761,-0.35360038653772041,-0.6481876097923992,-0.38089463679136348,-0.30433154662956291,0.18769485618273857,0.37178127048383952,0.42883647919489692,0.46205299882289613,-0.094995711231160879,-0.76584700147733298,0.36116242523207809,-0.36371077227053089,-0.45941583489638615,-0.38701684137210668,-0.5839312084657281,-0.51817689693776026,9
-0.44441170791777568,-0.73522134843310283,-0.66763398427469978,0.91671333622755569,0.093570278724745812,-1.005429667781226,-0.29461000401479442,0.26334252656751833,-0.73289000217369449,0.89089467737910433,0.0055358633654512632,-0.9142382647610211,-0.080569200758516923,0.44979157689401406,-0.54076304789444862,-0.57797369412259481,0.045323077281554429,-0.50519623339549014,0.32765830010525104,-0.002076853011680408,-0.13056005671283055,-0.39022254401792111,0.09222447713395257,0.29927929285746091,0.63435736175476187,0.51721078806543297,0.08822352569434716,-0.99995642689712527,-1.2207447163983496,-0.65633189916510704,-0.5126140411663076,-0.47635734936207125,-0.24836729818487907,-0.65296885091195211,-0.42293791205505032,-0.23998628861867793,0.024075035705246304,0.39987134122098544,0.5128330186707607,0.33601679170024651,0.18062615836641685,-0.82569148454225472,0.76831150786990354,-0.29438884482870636,-0.51891297537222392,-0.42608931333072247,-0.29066680208371748,-0.1197729225462411,9
0.41785994783406588,-0.51297195448869437,-0.66763398427469978,0.72977294804196602,0.8842706644864593,-0.90552424025690514,-0.6270805650859993,0.069265833558594669,-0.24085176579593001,0.79394955342655849,0.90636101220324328,-0.85477831592600317,-0.13321476690521267,0.2285065374997054,-0.48484380599960702,-0.52972669893846402,0.52534197166283925,-0.36766291068818135,-0.24540606343512147,-0.67730708132847584,0.30374672936290747,-0.46181260452867551,-0.14558712450545688,-0.20385117563667637,0.52034499857670968,0.64646698401082303,0.87437816685952718,-0.89675899276022342,0.370771519355162,0.43706790927603939,-0.18974919007303742,-0.44814266449617213,0.13512867476233872,-0.61639455875957905,-0.21000619406762314,-0.23014491949198071,0.20334348310703901,0.29611271070433109,0.1258601289709923,0.31373683205114972,0.51760896575160897,-0.76295091243853697,0.76857733922543947,-0.3644047634980378,-0.57878183890372692,-0.29736733487869144,-0.45801208350841682,-0.53061091715570907,9
-0.81993711301818673,-0.41286857222005258,-0.66763398427469978,0.74300813134092825,-0.067580530641711475,-0.91094488164684673,-0.00997569762602552,0.61285533801405045,-0.70814990763581154,0.40119676120885278,-0.16374117613586964,-0.85808915197915336,0.021116325648027571,0.46175006695055837,-0.62611670557576649,-0.60381953944927058,0.12098404469929078,-0.33192238520728001,-0.12253541785680647,-0.12994095728089083,-0.13324504312825294,-0.21497976069274577,-0.76031684823380763,-0.43976160334879405,0.17346688000496976,-0.22858255271611144,-0.054655424057176744,-0.90985569396655064,-0.86274874306815319,-0.13696447249456825,-0.57927650076219872,-0.3242482015042511,-0.071127444726484287,-0.56305563387473534,-0.39426700480875365,-0.14950896127048358,0.21960314782240811,0.20475120248942047,0.41838134355991707,0.14531045197796028,-0.10227774583133818,-0.82105599462889034,1.9724529988696033,-0.28102350228575707,-0.064099053682854484,-0.047679921682783621,-0.33803666167560842,-0.020279051087764205,9
-0.8243384438399316,-0.9945034846934433,-0.66763398427469978,1.252625603466333,0.70492659678251224,-1.0296380806324681,-0.41966054141116815,-1.0232264028743432,-0.64926259182798918,0.45792015087971899,0.69180438065143735,-0.92814946409741461,-0.13462599708177381,0.20363205053814082,-0.53411113080026529,-0.51533233029795866,0.20780675963499032,-0.52436398728065414,-0.13659243867516999,-0.58216631205678226,0.068529313343302659,-0.50662303802263831,-0.25124404035707792,-0.32870710854685281,0.43857221667818047,0.059592790344734171,0.71676788627491606,-1.0222019865323637,0.7864413534491137,-0.13044692335852878,-0.46429983279648118,-0.62713052663284996,0.057555124085288914,-0.65643168689395359,-0.39138310843431556,-0.27651646695424092,0.38541902280812385,0.27187217838642408,0.4398823956877857,0.39769988245123172,0.71524781619658606,-0.7630994559653328,1.8000547688204072,-0.27299558218485259,-0.50604758046568643,-0.34030591115969572,-0.37841724167585078,-0.29543900219717739,9
-0.050005408268455474,-0.42881853449954194,-0.66763398427469978,0.9640696717067645,0.41076969542214448,-0.66518000388454757,-0.42647836251082943,-0.59847093659146833,-0.084002212648505631,1.3508464216319367,0.35289362477644237,-0.69821465431421326,0.045092887710099498,0.3719727681264971,-0.60461131749325026,-0.6000727833396049,0.37961469788653146,-0.12593748566215449,-0.010248712227783955,0.0047211514795053216,0.16759655250981648,0.14734919635059956,0.18660813020005318,-0.062524415398223981,1.1195238323993455,0.43907510297739172,0.42294649907899351,-0.65109051704132515,0.12525140312468314,-0.68824134133087211,-0.20250537973160593,-0.27043014229321455,-0.099487260308746175,-0.53518002789155372,-0.22670623574721133,-0.18146415389159387,0.11195733871106074,0.11421971027809724,0.16752163457922792,0.20109736816088586,0.09501454731194689,-0.66374476065820365,1.6552503724748677,-0.31995254811230595,-0.32165381936842741,-0.20550170422991026,0.081026635577598191,0.33492104305238329,9
-0.15623962650724077,-0.37371110837467408,-0.66763398427469978,1.0298957506609865,0.097434539026191605,-1.0047850866465875,-0.40115677602982852,0.56862808674335397,-0.61950295518493825,1.6704948317971107,0.0096545050550621916,-0.91386521213342153,-0.31023901197560677,0.25661208362104654,-0.42991923309142566,-0.47453790968726389,-0.095253008380671203,-0.57201275018337805,-0.36714346544074167,-0.1411648591882671,-0.28984790873570598,-0.36843878639689515,-0.59951800628423702,-0.034828822078021751,-0.10995063756516328,0.010763290169355521,0.11233628345536473,-0.99993432048008202,0.15456154574620135,-0.084261028293196455,-0.56719003398465917,-0.42091144189572655,-0.26951914816814954,-0.66001155650925247,-0.46488830875181431,-0.23098652015732046,-0.16977628121797339,0.42939535342926466,0.56178915316423672,0.30902931071460849,-0.18927090996303148,-0.8162021909705619,-0.12091674958888457,-0.34584681408135809,-0.56232481818976932,-0.45398260971281257,-0.63101335016390647,-0.21679313549155774,9
-0.18595559775438369,-0.49586362996188943,-0.66763398427469978,1.1839919924513143,0.9118856220019087,-0.78565853226421289,-0.60817635279855609,-0.520721381930074,-0.50668966212633226,1.0655852630191487,0.93993138453340919,-0.77908358932556743,-0.37642176214031892,0.14578730079738883,-0.30222434692271921,-0.44562648567294,0.02933229818499505,-0.43344534712911253,0.00014310204153750454,-0.33424348968770562,-0.090266321242910091,-0.23022478350618872,0.044346228829701524,-0.28839065960079996,0.79175909270552114,0.11364491386070076,0.92221200916872981,-0.77802400277498207,0.090813886676256117,-1.3657867026554142,-0.49994842603401118,-0.47507344588972827,0.13843048466781543,-0.58053704238531489,-0.41853558555600773,-0.23751929239622804,0.14979465633134981,0.18188461767051461,0.50429282731572533,0.32782541168656637,0.21412571086406082,-0.72887284525613749,0.30494784764393662,-0.29842436422725926,-0.63513204321226968,-0.40493042055016182,-0.43904061478803297,-0.19833735405463518,9
0.077238903731868869,-0.97753778557008053,-0.66763398427469978,0.94108205510404119,0.56789319243980052,-0.84793636510080317,-0.42793035373519905,-0.91406621444593938,-0.58703982821222411,0.21087918585002885,0.53191254521423526,-0.81900472851363904,-0.37983813219219975,0.0083013504378980311,-0.37832802801259607,-0.43274775631088541,0.05320919068940539,-0.48101328882091421,-0.53661591054655811,-0.37204961131774628,-0.28588715803528242,-0.46528512825034762,-0.98510522242938148,-0.44555490683076343,1.090275816588536,0.52435464890105576,0.58537967246585931,-0.83085992091377303,-0.11903717612653605,0.90182090939521675,-0.76806628012685929,-0.70143559572523162,0.049998861075622431,-0.58176333482957221,-0.54539265531743386,-0.28724841558509839,0.084299194889936049,0.10970414555967337,0.72314271362010318,0.43178231206621737,0.43649849540888164,-0.61000303602579742,-0.16063437999985361,-0.13736349326814451,-0.50359679402277224,-0.27508784430589978,-0.56671812277012545,-0.025696412608657859,9
0.95216871914160228,-0.6712605501569312,-0.59491249705814642,0.80231680801609406,1.4203233577662351,-0.5012595387130403,-0.60403808723378882,-0.66602069330552438,-0.11819001305315271,-0.078984276059410524,1.5834589062649711,-0.58047886674748617,-0.16437641909427439,0.3574351168143573,-0.37795896696181153,-0.62930125599132414,0.85054635905730747,-0.050153823436152566,-0.33861582673266383,0.31577366715863242,0.50563322468422245,0.016432742098907566,0.36514433596441243,-0.35390156495494218,0.77897340058207643,2.1439458244913721,1.415151708292304,-0.4617454649244585,-0.20379994332276022,-0.7455469045467672,0.15535300709459682,-0.047190467253014678,0.12936708908852684,-0.52729358791177428,-0.062471666352300712,-0.15527183872387521,0.69300303094982085,0.1978949070334349,-0.012703821902662012,0.16144228820652964,-0.28291316897982471,-0.79437142413661754,3.5269690143901857,-0.17528590295062607,-0.4482964992626029,-0.070158874559986914,-0.44199187478171492,0.5396480680972412,9
