1169358.88074, 3,   0.206,  1.341,  9.534
1169358.89057, 3,   0.512,  1.298,  9.831, 4,  -0.154, -0.347,  0.119
1169358.90073, 3,   0.766,  1.341, 10.008, 4,  -0.172, -0.340,  0.098
1169358.91060, 3,   0.862,  1.288, 10.195, 4,  -0.181, -0.287,  0.059
1169358.92036, 3,   0.886,  1.259, 10.353, 4,  -0.172, -0.200,  0.010
1169358.93043, 3,   0.656,  1.307, 10.396, 4,  -0.147, -0.111, -0.039
1169358.94027, 3,   0.551,  1.140, 10.396, 4,  -0.099, -0.044, -0.071
1169358.95038, 3,   0.292,  1.331, 10.218, 4,  -0.043, -0.026, -0.095
1169358.96023, 3,   0.067,  1.475, 10.094, 4,   0.004, -0.058, -0.109
1169358.97017, 3,   0.182,  1.346,  9.855, 4,   0.072, -0.059, -0.079
1169358.98008, 3,   0.383,  1.216,  9.562, 4,   0.104, -0.113, -0.060
1169358.98991, 3,   0.441,  1.307,  9.390, 4,   0.085, -0.168, -0.078
1169358.99999, 3,   0.369,  1.173,  9.376, 4,   0.052, -0.141, -0.099
1169359.00979, 3,   0.302,  1.211,  9.467, 4,   0.015, -0.076, -0.103
1169359.01979, 3,   0.120,  1.159,  9.629, 4,  -0.019, -0.019, -0.098
1169359.02967, 3,   0.019,  1.188,  9.711, 4,  -0.027,  0.012, -0.100
1169359.03968, 3,  -0.081,  1.159,  9.730, 4,  -0.025,  0.002, -0.102
1169359.04976, 3,  -0.096,  1.101,  9.744, 4,  -0.002, -0.031, -0.083
1169359.05980, 3,  -0.057,  1.044,  9.716, 4,   0.019, -0.068, -0.069
1169359.06957, 3,   0.010,  1.168,  9.601, 4,   0.036, -0.108, -0.067
1169359.07946, 3,   0.129,  1.159,  9.524, 4,   0.037, -0.130, -0.082
1169359.08928, 3,   0.034,  1.101,  9.352, 4,   0.022, -0.115, -0.099
1169359.09921, 3,  -0.077,  1.097,  9.448, 4,  -0.005, -0.068, -0.113
1169359.10932, 3,  -0.201,  1.044,  9.610, 4,  -0.033, -0.014, -0.115
1169359.11919, 3,  -0.354,  1.001,  9.816, 4,  -0.046,  0.022, -0.105
1169359.12903, 3,  -0.330,  1.015,  9.898, 4,  -0.038,  0.022, -0.089
1169359.13896, 3,  -0.292,  0.939,  9.917, 4,  -0.016,  0.001, -0.071
1169359.14901, 3,  -0.158,  0.843,  9.787, 4,   0.011, -0.017, -0.052
1169359.15895, 3,   0.048,  0.761,  9.668, 4,   0.019, -0.021, -0.037
1169359.16875, 3,   0.278,  0.785,  9.620, 4,   0.018, -0.007, -0.032
1169359.17879, 3,   0.350,  0.814,  9.543, 4,  -0.010,  0.010, -0.038
1169359.18873, 3,   0.393,  0.824,  9.629, 4,  -0.044,  0.036, -0.060
1169359.19882, 3,   0.340,  0.824,  9.864, 4,  -0.079,  0.049, -0.075
1169359.20874, 3,   0.436,  0.771, 10.127, 4,  -0.091,  0.068, -0.078
1169359.21863, 3,   0.608,  0.790, 10.190, 4,  -0.069,  0.076, -0.071
1169359.22837, 3,   0.771,  0.828, 10.233, 4,  -0.026,  0.069, -0.067
1169359.23829, 3,   1.039,  0.819, 10.204, 4,   0.019,  0.042, -0.070
1169359.24822, 3,   1.518,  0.733, 10.171, 4,   0.051,  0.000, -0.080
1169359.25831, 3,   1.930,  0.723, 10.065, 4,   0.071, -0.019, -0.112
1169359.26831, 3,   2.279,  0.589,  9.931, 4,   0.077, -0.017, -0.156
1169359.27832, 3,   2.466,  0.488,  9.946, 4,   0.075,  0.018, -0.205
1169359.28825, 3,   2.672,  0.259,  9.917, 4,   0.075,  0.056, -0.263
1169359.29826, 3,   2.782,  0.153,  9.922, 4,   0.076,  0.096, -0.320
1169359.30798, 3,   2.863,  0.014,  9.792, 4,   0.095,  0.141, -0.381
1169359.31806, 3,   2.950, -0.153,  9.591, 4,   0.117,  0.177, -0.434
1169359.32774, 3,   2.916, -0.263,  9.448, 4,   0.132,  0.191, -0.480
1169359.33780, 3,   2.916, -0.292,  9.275, 4,   0.138,  0.196, -0.527
1169359.34780, 3,   2.863, -0.460,  9.141, 4,   0.132,  0.198, -0.581
1169359.35780, 3,   2.653, -0.661,  9.041, 4,   0.118,  0.180, -0.634
1169359.36776, 3,   2.399, -0.919,  9.093, 4,   0.101,  0.158, -0.671
1169359.37761, 3,   2.193, -1.259,  9.179, 4,   0.103,  0.125, -0.689
1169359.38743, 3,   1.872, -1.475,  9.175, 4,   0.131,  0.066, -0.702
1169359.39725, 3,   1.336, -1.676,  9.122, 4,   0.177,  0.005, -0.702
1169359.40733, 3,   0.819, -1.896,  9.002, 4,   0.233, -0.080, -0.681
1169359.41728, 3,   0.469, -1.877,  8.772, 4,   0.288, -0.192, -0.635
1169359.42708, 3,   0.034, -1.815,  8.514, 4,   0.317, -0.304, -0.582
1169359.43705, 3,  -0.235, -1.719,  8.303, 4,   0.331, -0.391, -0.509
1169359.44708, 3,  -0.273, -1.628,  8.040, 4,   0.321, -0.458, -0.415
1169359.45686, 3,  -0.302, -1.757,  7.982, 4,   0.283, -0.510, -0.324
1169359.46695, 3,  -0.388, -1.743,  7.958, 4,   0.222, -0.544, -0.259
1169359.47685, 3,  -0.369, -1.772,  7.954, 4,   0.153, -0.552, -0.223
1169359.48695, 3,  -0.393, -1.906,  7.934, 4,   0.075, -0.541, -0.208
1169359.49824, 3,  -0.953, -1.968,  7.834, 4,  -0.017, -0.544, -0.209
