1174031.56069, 3,  -1.360,  0.493,  9.749
1174031.57066, 3,  -1.082,  0.508,  9.572
1174031.58059, 3,  -0.843,  0.570,  9.476, 4,  -0.076, -0.441,  0.066
1174031.59051, 3,  -0.637,  0.532,  9.697, 4,  -0.125, -0.365,  0.080
1174031.60053, 3,  -0.431,  0.618, 10.089, 4,  -0.219, -0.187,  0.109
1174031.61057, 3,  -0.283,  0.661, 10.534, 4,  -0.277, -0.004,  0.116
1174031.62035, 3,  -0.235,  0.618, 10.812, 4,  -0.278,  0.149,  0.107
1174031.63040, 3,  -0.311,  0.642, 10.831, 4,  -0.219,  0.249,  0.087
1174031.64039, 3,  -0.479,  0.584, 10.755, 4,  -0.132,  0.274,  0.066
1174031.65014, 3,  -0.618,  0.532, 10.453, 4,  -0.037,  0.222,  0.050
1174031.66019, 3,  -0.613,  0.570, 10.204, 4,   0.046,  0.113,  0.038
1174031.67001, 3,  -0.541,  0.498,  9.902, 4,   0.096, -0.005,  0.036
1174031.68018, 3,  -0.345,  0.455,  9.682, 4,   0.130, -0.085,  0.038
1174031.68989, 3,  -0.249,  0.479,  9.553, 4,   0.127, -0.118,  0.034
1174031.69990, 3,  -0.148,  0.488,  9.553, 4,   0.105, -0.118,  0.025
1174031.70988, 3,  -0.072,  0.498,  9.606, 4,   0.072, -0.096,  0.014
1174031.71971, 3,   0.024,  0.402,  9.687, 4,   0.055, -0.078,  0.001
1174031.72966, 3,   0.110,  0.426,  9.773, 4,   0.046, -0.095, -0.011
1174031.73995, 3,   0.259,  0.383,  9.859, 4,   0.053, -0.129, -0.016
1174031.74960, 3,   0.579,  0.397,  9.993, 4,   0.066, -0.189, -0.014
1174031.75953, 3,   0.843,  0.532, 10.137, 4,   0.085, -0.257, -0.018
1174031.76939, 3,   1.044,  0.522, 10.386, 4,   0.108, -0.327, -0.030
1174031.77943, 3,   1.408,  0.450, 10.649, 4,   0.141, -0.409, -0.036
1174031.78942, 3,   1.724,  0.417, 10.669, 4,   0.197, -0.470, -0.034
1174031.79929, 3,   1.877,  0.479, 10.530, 4,   0.264, -0.475, -0.046
1174031.80924, 3,   1.987,  0.512, 10.420, 4,   0.301, -0.458, -0.068
1174031.81906, 3,   2.112,  0.455, 10.252, 4,   0.312, -0.435, -0.095
1174031.82915, 3,   2.389,  0.340, 10.252, 4,   0.291, -0.425, -0.116
1174031.83905, 3,   2.595,  0.158, 10.611, 4,   0.248, -0.440, -0.136
1174031.84891, 3,   2.811, -0.096, 10.817, 4,   0.229, -0.467, -0.157
1174031.85880, 3,   2.911, -0.340, 10.831, 4,   0.247, -0.497, -0.173
1174031.86885, 3,   3.017, -0.575, 10.774, 4,   0.287, -0.541, -0.178
1174031.87877, 3,   3.017, -0.704, 10.592, 4,   0.328, -0.582, -0.175
1174031.88894, 3,   3.069, -0.790, 10.444, 4,   0.352, -0.619, -0.164
1174031.89853, 3,   3.132, -0.833, 10.166, 4,   0.364, -0.659, -0.144
1174031.90848, 3,   3.199, -1.006,  9.998, 4,   0.363, -0.705, -0.148
1174031.91841, 3,   3.232, -1.307,  9.711, 4,   0.353, -0.780, -0.169
1174031.92841, 3,   3.175, -1.686,  9.476, 4,   0.327, -0.872, -0.206
1174031.93846, 3,   2.969, -1.906,  9.323, 4,   0.282, -0.957, -0.248
1174031.94833, 3,   2.614, -2.088,  9.385, 4,   0.219, -1.028, -0.298
1174031.95830, 3,   2.203, -2.164,  9.452, 4,   0.168, -1.078, -0.336
1174031.96811, 3,   1.882, -2.342,  9.457, 4,   0.137, -1.091, -0.343
1174031.97814, 3,   1.666, -2.461,  9.481, 4,   0.131, -1.086, -0.315
1174031.98808, 3,   1.547, -2.447,  9.424, 4,   0.138, -1.074, -0.271
1174031.99808, 3,   1.513, -2.385,  9.261, 4,   0.159, -1.074, -0.217
1174032.00796, 3,   1.609, -2.361,  8.878, 4,   0.169, -1.062, -0.187
1174032.01791, 3,   1.676, -2.160,  8.710, 4,   0.140, -1.038, -0.192
1174032.02793, 3,   1.618, -2.078,  8.485, 4,   0.079, -0.984, -0.223
1174032.03764, 3,   1.245, -2.078,  8.528, 4,   0.001, -0.925, -0.274
1174032.04778, 3,   0.761, -1.987,  8.514, 4,  -0.079, -0.895, -0.319
1174032.05764, 3,   0.335, -2.030,  8.686, 4,  -0.147, -0.911, -0.336
1174032.06771, 3,  -0.024, -2.002,  8.969, 4,  -0.207, -0.968, -0.333
1174032.07745, 3,  -0.201, -2.021,  9.179, 4,  -0.232, -1.039, -0.300
1174032.08770, 3,  -0.397, -1.944,  9.376, 4,  -0.231, -1.088, -0.258
1174032.09758, 3,  -0.608, -1.829,  9.577, 4,  -0.229, -1.115, -0.230
1174032.10727, 3,  -1.164, -1.571,  9.840, 4,  -0.238, -1.138, -0.210
1174032.11724, 3,  -1.571, -1.317, 10.036, 4,  -0.246, -1.155, -0.169
1174032.12729, 3,  -1.772, -1.250, 10.137, 4,  -0.246, -1.152, -0.096
1174032.13703, 3,  -1.939, -1.240, 10.094, 4,  -0.231, -1.075,  0.000
1174032.14720, 3,  -2.025, -1.164,  9.730, 4,  -0.218, -0.914,  0.100
1174032.15696, 3,  -2.006, -0.958,  9.227, 4,  -0.227, -0.707,  0.190
1174032.16693, 3,  -2.145, -0.737,  8.571, 4,  -0.282, -0.464,  0.244
1174032.17694, 3,  -2.413, -0.445,  8.188, 4,  -0.420, -0.197,  0.258
1174032.18693, 3,  -2.816, -0.235,  7.992, 4,  -0.608,  0.067,  0.250
1174032.19661, 3,  -3.251, -0.081,  8.159, 4,  -0.802,  0.297,  0.257
1174032.20682, 3,  -3.558, -0.177,  8.452, 4,  -0.952,  0.457,  0.274
1174032.21656, 3,  -3.587, -0.211,  8.753, 4,  -1.030,  0.538,  0.319
1174032.22645, 3,  -3.438, -0.110,  8.940, 4,  -1.046,  0.548,  0.358
1174032.23655, 3,  -3.510,  0.077,  8.983, 4,  -1.028,  0.533,  0.355
1174032.24637, 3,  -3.701,  0.144,  8.748, 4,  -1.000,  0.535,  0.327
1174032.25635, 3,  -3.673,  0.177,  8.638, 4,  -0.989,  0.564,  0.306
1174032.26630, 3,  -3.194,  0.283,  8.859, 4,  -1.015,  0.634,  0.289
1174032.27622, 3,  -2.212,  0.503,  9.878, 4,  -1.056,  0.779,  0.265
1174032.28618, 3,  -1.781,  0.599, 10.166, 4,  -1.035,  1.026,  0.166
1174032.29611, 3,  -1.844,  0.345,  9.764, 4,  -0.935,  1.343, -0.003
1174032.30603, 3,  -2.452,  0.273,  8.768, 4,  -0.841,  1.615, -0.202
1174032.31584, 3,  -3.855,  0.464,  7.657, 4,  -0.828,  1.752, -0.377
1174032.32580, 3,  -5.981,  0.843,  6.991, 4,  -0.939,  1.643, -0.444
1174032.33589, 3,  -7.695,  1.446,  7.254, 4,  -1.189,  1.283, -0.291
1174032.34603, 3,  -7.786,  1.623,  8.351, 4,  -1.515,  0.800,  0.101
1174032.35724, 3,  -6.081,  1.326, 10.520, 4,  -1.797,  0.433,  0.631
1174032.36575, 3,  -3.864,  1.221, 12.728, 4,  -1.900,  0.226,  1.104
1174032.37752, 3,  -1.978,  1.369, 13.748, 4,  -1.779,  0.248,  1.401
1174032.38706, 3,  -1.092,  1.355, 13.977, 4,  -1.526,  0.506,  1.547
1174032.39558, 3,  -0.493,  1.202, 13.321, 4,  -1.273,  0.872,  1.583
1174032.40551, 3,  -0.656,  1.006, 12.124, 4,  -1.102,  1.243,  1.554
1174032.41549, 3,  -1.403,  0.910, 11.238, 4,  -1.067,  1.561,  1.507
1174032.42515, 3,  -2.318,  0.848, 10.898, 4,  -1.156,  1.716,  1.502
1174032.43529, 3,  -2.844,  0.785, 11.195, 4,  -1.295,  1.713,  1.595
1174032.44529, 3,  -2.859,  0.824, 12.129, 4,  -1.407,  1.614,  1.763
1174032.45631, 3,  -2.375,  0.934, 13.163, 4,  -1.430,  1.433,  1.956
1174032.46502, 3,  -1.896,  1.317, 13.910, 4,  -1.333,  1.182,  2.120
1174032.47511, 3,  -1.259,  1.800, 14.906, 4,  -1.184,  0.834,  2.244
1174032.48504, 3,  -0.077,  2.184, 16.486, 4,  -1.005,  0.431,  2.336
1174032.49495, 3,   1.302,  2.394, 17.664, 4,  -0.735,  0.146,  2.365
1174032.50489, 3,   2.399,  2.586, 17.985, 4,  -0.346,  0.096,  2.284
1174032.51470, 3,   2.878,  2.624, 17.200, 4,   0.081,  0.252,  2.086
1174032.52461, 3,   2.260,  2.318, 15.816, 4,   0.433,  0.585,  1.808
1174032.53444, 3,   1.130,  1.882, 14.375, 4,   0.631,  0.970,  1.543
1174032.54462, 3,  -0.120,  1.470, 13.752, 4,   0.619,  1.252,  1.391
1174032.55447, 3,  -0.939,  1.216, 14.250, 4,   0.475,  1.310,  1.360
1174032.56620, 3,  -1.360,  1.010, 15.146, 4,   0.364,  1.257,  1.439
1174032.57418, 3,  -0.982,  0.785, 16.041, 4,   0.403,  1.157,  1.585
1174032.58577, 3,   0.206,  0.785, 16.333, 4,   0.572,  1.013,  1.709
1174032.59407, 3,   1.437,  0.881, 15.984, 4,   0.835,  0.912,  1.742
1174032.60411, 3,   2.346,  1.039, 14.902, 4,   1.128,  0.913,  1.666
1174032.61420, 3,   2.854,  1.111, 13.896, 4,   1.354,  0.937,  1.519
1174032.62387, 3,   3.036,  1.125, 13.120, 4,   1.490,  0.916,  1.345
1174032.63384, 3,   2.859,  1.279, 12.747, 4,   1.546,  0.835,  1.162
1174032.64390, 3,   2.547,  1.437, 12.704, 4,   1.572,  0.692,  1.008
1174032.65392, 3,   2.394,  1.465, 12.517, 4,   1.631,  0.540,  0.901
1174032.66471, 3,   2.423,  1.302, 11.779, 4,   1.716,  0.436,  0.822
1174032.67382, 3,   2.318,  1.092, 10.673, 4,   1.783,  0.404,  0.749
1174032.68522, 3,   2.394,  0.910,  9.448, 4,   1.771,  0.461,  0.672
1174032.69506, 3,   2.571,  0.599,  8.547, 4,   1.647,  0.540,  0.605
1174032.70361, 3,   3.089,  0.460,  8.499, 4,   1.427,  0.566,  0.524
1174032.71436, 3,   3.792,  0.187,  9.136, 4,   1.170,  0.517,  0.401
1174032.72324, 3,   4.401,  0.158, 10.453, 4,   0.941,  0.402,  0.207
1174032.73323, 3,   4.401,  0.225, 11.641, 4,   0.822,  0.263, -0.061
1174032.74321, 3,   3.505, -0.062, 12.359, 4,   0.861,  0.191, -0.377
1174032.75327, 3,   1.973, -0.206, 12.665, 4,   1.013,  0.097, -0.668
1174032.76297, 3,   0.594, -0.297, 12.507, 4,   1.225, -0.103, -0.818
1174032.77302, 3,  -0.211, -0.144, 12.105, 4,   1.489, -0.385, -0.782
1174032.78308, 3,  -0.096, -0.101, 11.530, 4,   1.776, -0.648, -0.592
1174032.79306, 3,   0.646, -0.096, 10.338, 4,   2.051, -0.849, -0.353
1174032.80298, 3,   1.561, -0.091,  8.653, 4,   2.249, -0.957, -0.178
1174032.81277, 3,   2.471, -0.124,  6.876, 4,   2.281, -0.969, -0.125
1174032.82276, 3,   3.294, -0.311,  5.234, 4,   2.088, -0.917, -0.185
1174032.83256, 3,   3.759, -0.651,  4.195, 4,   1.677, -0.848, -0.339
1174032.84258, 3,   3.668, -1.010,  4.080, 4,   1.116, -0.746, -0.551
1174032.85261, 3,   3.041, -1.566,  4.851, 4,   0.520, -0.643, -0.773
1174032.86245, 3,   2.188, -1.925,  6.723, 4,   0.017, -0.471, -0.951
1174032.87239, 3,   1.389, -2.169,  8.705, 4,  -0.268, -0.343, -1.058
1174032.88249, 3,   0.642, -2.274,  9.912, 4,  -0.313, -0.395, -1.068
1174032.89214, 3,   0.321, -2.346, 10.372, 4,  -0.169, -0.512, -1.000
1174032.90239, 3,   0.694, -2.480, 10.147, 4,   0.091, -0.597, -0.895
1174032.91214, 3,   1.298, -2.643,  9.371, 4,   0.371, -0.689, -0.819
1174032.92195, 3,   1.504, -2.868,  8.298, 4,   0.552, -0.850, -0.822
1174032.93188, 3,   1.575, -2.954,  7.781, 4,   0.611, -1.043, -0.893
