1219596.95058, 3,   1.300,  1.905, 10.351
1219596.96847, 3,   1.300,  1.905, 10.351
1219596.98772, 3,   1.300,  1.905, 10.351
1219597.00719, 3,   1.300,  1.905, 10.351, 4,   0.321, -0.746, -0.679, 5, -38.042,-20.355, -2.634
1219597.02666, 3,  -1.689,  1.283,  9.673, 4,   0.321, -0.746, -0.679, 5, -38.658,-21.638, -2.881
1219597.04610, 3,  -3.301,  0.555, 10.302, 4,   0.321, -0.746, -0.679, 5, -39.319,-22.878, -2.588
1219597.06557, 3,  -5.588, -1.216, 10.899, 4,   0.006,  0.067, -0.624, 5, -39.963,-24.287, -2.235
1219597.08504, 3,  -8.664, -3.642, 11.895, 4,   0.006,  0.155, -0.813, 5, -40.915,-25.926, -1.886
1219597.10451, 3, -11.536, -5.916, 12.341, 4,   0.089,  0.088, -0.916, 5, -41.733,-27.592, -1.268
1219597.12398, 3, -12.450, -7.061, 11.838, 4,   0.298, -0.094, -0.688, 5, -42.570,-29.297, -1.088
1219597.14345, 3,  -9.136, -7.194, 10.964, 4,   0.574, -0.266,  0.096, 5, -42.570,-29.407, -1.178
1219597.16292, 3,  -3.929, -6.479, 10.493, 4,   0.688, -0.268,  1.347, 5, -42.737,-29.492, -0.929
1219597.18239, 3,   1.034, -6.105, 10.061, 4,   0.533,  0.144,  2.506, 5, -42.645,-29.330, -0.945
1219597.20183, 3,   4.749, -6.155,  8.946, 4,   0.258,  0.842,  3.105, 5, -42.503,-29.059, -1.024
1219597.22130, 3,   7.103, -6.383,  7.336, 4,   0.097,  1.395,  3.196, 5, -42.322,-28.706, -1.088
1219597.24077, 3,   8.319, -5.831,  6.417, 4,   0.095,  1.545,  2.994, 5, -42.055,-28.232, -1.309
1219597.26024, 3,   8.203, -4.964,  5.876, 4,   0.114,  1.306,  2.694, 5, -41.772,-27.878, -1.498
1219597.27971, 3,   6.676, -3.519,  4.580, 4,   0.121,  0.914,  2.338, 5, -41.425,-27.290, -1.530
1219597.29918, 3,   2.957, -1.382,  2.452, 4,   0.175,  0.727,  1.874, 5, -40.956,-26.477, -1.686
1219597.31865, 3,  -1.695,  1.935,  2.700, 4,   0.094,  0.770,  1.349, 5, -40.199,-25.169, -2.066
1219597.33812, 3,  -1.717,  4.841,  6.328, 4,  -0.430,  0.751,  1.110, 5, -39.441,-23.523, -2.307
1219597.35760, 3,   3.376,  6.144, 12.337, 4,  -1.239,  0.342,  1.482, 5, -38.264,-21.512, -2.682
1219597.37707, 3,  10.957,  8.235, 19.836, 4,  -1.870, -0.487,  2.155, 5, -37.074,-19.569, -2.612
1219597.39650, 3,  15.905,  7.864, 23.725, 4,  -2.073, -1.046,  2.528, 5, -36.395,-17.400, -1.907
1219597.41601, 3,  16.788,  6.227, 22.998, 4,  -1.671, -0.593,  2.122, 5, -35.614,-15.016, -1.208
1219597.43545, 3,  16.236,  4.594, 18.593, 4,  -0.777,  0.285,  1.155, 5, -34.969,-12.445, -0.227
1219597.45492, 3,  14.920,  2.769, 13.659, 4,   0.312,  0.551,  0.159, 5, -34.744,-12.088, -0.252
1219597.47439, 3,  12.318,  0.509,  9.457, 4,   1.127,  0.335, -0.761, 5, -34.798,-12.161, -0.473
1219597.49386, 3,   9.446, -1.876,  6.566, 4,   1.449,  0.181, -1.673, 5, -34.932,-12.502, -0.641
1219597.51336, 3,   7.312, -4.862,  4.967, 4,   1.409,  0.153, -2.480, 5, -35.118,-13.277, -0.769
1219597.53286, 3,   4.041, -7.265,  4.591, 4,   1.194, -0.039, -3.139, 5, -35.304,-13.647, -1.088
1219597.55227, 3,  -0.993, -8.628,  4.160, 4,   0.953, -0.480, -3.736
1219597.57174, 3,  -6.279, -9.206,  3.179, 4,   0.795, -0.938, -4.274, 5, -35.863,-15.872, -1.498
1219597.59121, 3, -11.583, -9.387,  3.254, 4,   0.729, -1.444, -4.529, 5, -36.856,-19.347, -1.926
1219597.61065, 3, -14.152, -8.834,  5.540, 4,   0.517, -2.272, -4.358, 5, -38.098,-23.447, -1.662
1219597.63012, 3, -16.399, -7.767,  8.899, 4,   0.028, -3.235, -3.642, 5, -40.521,-26.924, -0.012
1219597.64959, 3, -17.446, -6.030, 12.111, 4,  -0.550, -3.775, -2.668, 5, -42.819,-29.916,  2.019
1219597.66906, 3, -18.220, -4.289, 13.681, 4,  -1.028, -3.613, -1.650, 5, -44.061,-29.979,  2.498
1219597.68853, 3, -18.787, -3.217, 15.667, 4,  -1.369, -2.713, -0.692, 5, -46.545,-30.934,  4.649
