-9.067959191689706211e-03,1.533030028886038509e-01
-1.168597078725525096e-02,1.440710672621359767e-01
-2.091790641372315990e-02,1.559210144841693957e-01
-3.152774287996239905e-02,1.453111780179301427e-01
-2.367370809326582379e-02,1.414530556665704319e-01
-2.629171968883135466e-02,1.493070904532670107e-01
-2.753183044462555532e-02,1.388350440710048872e-01
-3.152774287996239905e-02,1.400751548267991087e-01
-3.290564371973373620e-02,1.506849912930383617e-01
-3.014984204019108618e-02,1.493070904532670107e-01
-3.290564371973373620e-02,1.599169269195062359e-01
-3.290564371973373620e-02,1.466890788577014659e-01
-3.414575447552792992e-02,1.466890788577014659e-01
-2.367370809326582379e-02,1.374571432312335639e-01
-2.753183044462555532e-02,1.268473067649943109e-01
-2.491381884906002445e-02,1.229891844136345863e-01
-2.629171968883135466e-02,1.045253131606987546e-01
-3.414575447552792992e-02,9.653348829002504627e-02
-2.229580725349449358e-02,8.468354106799161340e-02
-3.014984204019108618e-02,7.545160544152368365e-02
-3.290564371973373620e-02,7.145569300618681563e-02
-3.414575447552792992e-02,7.021558225039262191e-02
-4.337769010199585967e-02,6.098364662392471297e-02
-4.337769010199585967e-02,5.698773418858785189e-02
-4.737360253733272075e-02,4.899590931791412973e-02
-5.922354975936616056e-02,3.714596209588068992e-02
-2.753183044462555532e-02,-1.039161687623022141e-02
-3.552365531529926707e-02,-2.348167485405786015e-02
-1.027652162961402160e-01,-3.777692845327833802e-03
-1.133750527623794552e-01,-2.747758728939472470e-02
-1.226069883888473711e-01,-2.747758728939472470e-02
-1.266029008241842391e-01,-4.332344694676502905e-02
-1.410708596417832028e-01,-6.316521903947219796e-02
-1.673887656814156133e-01,-7.763317785707116170e-02
-1.779986021476548386e-01,-9.747494994977833060e-02
-1.924665609652538301e-01,-1.105650079276059711e-01
-2.056944090270586001e-01,-1.410166164865523653e-01
-2.267762918755599766e-01,-1.502485521130202950e-01
-2.479959648080384549e-01,-1.727083358012929670e-01
-2.598459120300719016e-01,-2.134942006585243968e-01
-2.598459120300719016e-01,-2.531777448439386791e-01
-2.452401631284957806e-01,-2.861095749144735301e-01
-2.215402686844289148e-01,-3.164233933894427531e-01
-2.016984965917217598e-01,-3.547290367350857676e-01
-1.912264502094596363e-01,-4.008887148674253331e-01
-1.832346253387859003e-01,-4.418123698086339202e-01
-1.753805905520893493e-01,-4.748819899631457897e-01
-1.779986021476548386e-01,-4.945859719718758707e-01
-2.056944090270586001e-01,-4.933458612160817047e-01
-2.466180639682671594e-01,-4.775000015587113622e-01
-2.875417189094756631e-01,-4.761221007189400667e-01
-3.640152155167845072e-01,-4.470483929997648986e-01
-4.986361275624435208e-01,-3.705748963924561101e-01
-3.706291395476868922e-01,-3.587249491704226356e-01
-3.918488124801653982e-01,-3.758109195835871441e-01
-4.920222035315411357e-01,-4.008887148674253331e-01
-4.920222035315411357e-01,-4.510443054351018222e-01
