-9.011472687716329255e-02,1.830178815347450749e-01
-6.352310695766824611e-02,1.666300227471492756e-01
-6.058566057121239634e-02,1.666300227471492756e-01
-3.090199182386906690e-02,1.533342127874017802e-01
-3.538546262424905470e-02,1.310714612268942536e-01
-3.693148703817318579e-02,1.310714612268942536e-01
-5.022729699792070901e-02,1.060258657213233452e-01
-6.646055334412408200e-02,9.412147773410754759e-02
-9.305217326361914232e-02,9.705892412056338348e-02
-1.078940076372908174e-01,9.257545332018340956e-02
-1.065025856647590780e-01,8.963800693372757367e-02
-1.256732883974183146e-01,7.927964336043587246e-02
-1.256732883974183146e-01,7.479617256005591241e-02
-1.346402299981782624e-01,7.185872617360006265e-02
-1.227358420109624509e-01,4.975057705448498319e-02
-1.242818664248865890e-01,4.526710625410500233e-02
-1.153149248241266273e-01,1.264599112030584047e-02
-1.049565612508349399e-01,2.287627547014160507e-03
-1.049565612508349399e-01,-1.688307518564506962e-02
-9.459819767754328035e-02,-1.688307518564506962e-02
-8.130238771779575713e-02,-2.136654598602505048e-02
-8.130238771779575713e-02,-2.291257039994918157e-02
-8.269380969032746886e-02,-2.585001678640502787e-02
-9.305217326361914232e-02,-3.620838035969670826e-02
-9.614422209146740450e-02,-5.831652947881178078e-02
-1.123774784376707775e-01,-5.986255389273591188e-02
-1.272193128113424665e-01,-6.140857830666004297e-02
-1.405151227710899620e-01,-7.764183465286342289e-02
-1.596858255037492125e-01,-8.645417381223095832e-02
-1.760736842913449840e-01,-8.506275183969926046e-02
-1.981818334104600565e-01,-8.351672742577512243e-02
-2.145696921980558558e-01,-9.248366902653509802e-02
-2.456447829179309039e-01,-1.190752889460301306e-01
-2.470362048904626018e-01,-1.397920160926134636e-01
-2.573945684637543030e-01,-1.768966020267926098e-01
-2.708449808648942247e-01,-2.300798418657827582e-01
-2.692989564509701284e-01,-2.611549325856578063e-01
-2.663615100645142508e-01,-3.205222700803443958e-01
-2.470362048904626018e-01,-3.752515343332586961e-01
-2.589405928776783994e-01,-4.063266250531336610e-01
-2.456447829179309039e-01,-4.329182449726287629e-01
-2.352864193446392027e-01,-4.788351700661754862e-01
-2.352864193446392027e-01,-4.907395580533912560e-01
-2.366778413171709283e-01,-5.218146487732663319e-01
-2.604866172916025513e-01,-5.306269879326338534e-01
-2.812033444381858982e-01,-5.544357639070655042e-01
-3.033114935573009707e-01,-5.661855494528889032e-01
-3.240282207038843176e-01,-5.810273838265604951e-01
-3.552579138651517088e-01,-5.706690202532688216e-01
-3.670076994109752189e-01,-5.825734082404846470e-01
-3.847869801711026883e-01,-5.855108546269405245e-01
-4.084411537041419127e-01,-6.032901353870679939e-01
-4.307039052646494115e-01,-6.062275817735238714e-01
-4.439997152243969070e-01,-5.929317718137763205e-01
-4.633250203984485283e-01,-5.839648302130163726e-01
-4.795582767446519012e-01,-5.751524910536488511e-01
-4.811043011585759976e-01,-5.262981195736462503e-01
-4.707459375852843797e-01,-4.966144508263029556e-01
-4.498746079973085510e-01,-4.567270209470603581e-01
-4.113786000905977902e-01,-4.196224350128812675e-01
-3.670076994109752189e-01,-3.989057078662978650e-01
-3.122784351580609741e-01,-3.826724515200944921e-01
-2.722364028374259504e-01,-3.678306171464228447e-01
-2.159611141705875537e-01,-3.975142858937661394e-01
-1.804025526503325316e-01,-4.344642693865529148e-01
-1.405151227710899620e-01,-4.952230288537712299e-01
-1.419065447436216876e-01,-5.292355659601021278e-01
-1.168609492380507653e-01,-5.573732102935213817e-01
-1.004730904504549799e-01,-5.661855494528889032e-01
-1.020191148643791040e-01,-5.351104587330137718e-01
-1.108314540237466533e-01,-5.010979216266828740e-01
-1.108314540237466533e-01,-4.684768064928837572e-01
-1.123774784376707775e-01,-4.418851865733887108e-01
-1.272193128113424665e-01,-4.063266250531336610e-01
-1.434525691575458395e-01,-3.619557243735111451e-01
-1.627778743315974608e-01,-3.277885848257878210e-01
-1.760736842913449840e-01,-2.953220721333810750e-01
-1.745276598774208321e-01,-2.656384033860377802e-01
-1.553569571447616371e-01,-2.361093370800868840e-01
-1.434525691575458395e-01,-2.271423954793269084e-01
-1.256732883974183146e-01,-2.079716927466676579e-01
-8.578585851817571717e-02,-2.050342463602118359e-01
-5.455616535690827745e-02,-2.050342463602118359e-01
4.656569696385927382e-03,-2.019421975323635599e-01
