1220260.18081, 3,   0.378,  0.226, 10.002
1220260.20028, 3,   0.378,  0.226, 10.002, 5,   8.269, 12.759, -4.910
1220260.21954, 3,   0.378,  0.226, 10.002
1220260.23901, 3,   0.378,  0.226, 10.002, 4,   0.522, -0.415, -0.169, 5,   7.568, 12.627, -5.588
1220260.25848, 3,  -0.352, -0.018,  9.200, 4,   0.522, -0.415, -0.169, 5,   6.798, 12.367, -6.377
1220260.27792, 3,  -0.115,  0.110,  8.582, 4,   0.522, -0.415, -0.169, 5,   6.558, 12.350, -6.525
1220260.29739, 3,   0.019,  0.251,  9.060, 4,   0.280,  0.045,  0.055, 5,   5.919, 12.181, -7.094
1220260.31686, 3,  -0.153,  0.136, 10.016, 4,   0.105, -0.099,  0.090, 5,   5.727, 12.117, -7.187
1220260.33633, 3,  -0.499, -0.012, 10.254, 4,  -0.055, -0.085,  0.057, 5,   5.193, 12.001, -7.524
1220260.35580, 3,  -0.833, -0.246,  9.739, 4,  -0.056,  0.007,  0.028, 5,   5.029, 11.914, -7.545
1220260.37527, 3,  -0.969, -0.379,  9.398, 4,   0.053,  0.052,  0.040, 5,   4.877, 11.890, -7.619
1220260.39474, 3,  -0.930, -0.455,  9.292, 4,   0.128, -0.002,  0.109, 5,   4.723, 11.810, -7.687
1220260.41421, 3,  -0.635, -0.725,  9.277, 4,   0.141, -0.120,  0.189, 5,   4.591, 11.790, -7.751
1220260.43368, 3,  -0.245, -0.928,  9.569, 4,   0.116, -0.218,  0.247, 5,   4.482, 11.775, -7.787
1220260.45342, 3,   0.892, -1.184,  9.608, 4,   0.035, -0.205,  0.306, 5,   4.379, 11.739, -7.820
1220260.47259, 3,   3.172, -1.081,  9.964, 4,  -0.056, -0.130,  0.426
1220260.49206, 3,   6.475, -0.678, 10.346, 4,  -0.165, -0.070,  0.606, 5,   4.068, 11.664, -7.982
1220260.51153, 3,   9.903, -0.718, 10.491, 4,  -0.278,  0.047,  0.756, 5,   3.781, 11.612, -8.121
1220260.53100, 3,  11.702, -0.749, 10.738, 4,  -0.338,  0.341,  0.746, 5,   3.529, 11.601, -8.189
1220260.55047, 3,  11.133,  0.811, 11.088, 4,  -0.359,  0.739,  0.547, 5,   3.288, 11.549, -8.237
1220260.56994, 3,  10.769,  1.999, 11.127, 4,  -0.263,  1.131,  0.287, 5,   3.276, 11.473, -8.237
1220260.58941, 3,  10.390,  2.514,  9.568, 4,   0.053,  1.209,  0.028, 5,   3.276, 11.406, -8.282
1220260.60888, 3,   9.143,  2.773,  7.315, 4,   0.599,  0.826, -0.290, 5,   3.441, 11.211, -8.353
1220260.62835, 3,   6.639,  2.550,  6.108, 4,   1.028,  0.204, -0.796, 5,   3.580, 11.063, -8.398
1220260.64782, 3,   2.778,  1.632,  6.594, 4,   1.015, -0.392, -1.548, 5,   3.349, 11.006, -8.421
1220260.66726, 3,  -1.433, -0.317,  9.203, 4,   0.532, -0.782, -2.428, 5,   3.093, 10.959, -8.444
1220260.68673, 3,  -5.460, -2.602, 12.615, 4,  -0.146, -0.960, -3.143, 5,   3.021, 10.835, -8.560
1220260.70620, 3,  -8.335, -4.156, 14.015, 4,  -0.574, -1.009, -3.457, 5,   2.684, 10.936, -8.838
1220260.72570, 3,  -8.925, -5.470, 12.651, 4,  -0.406, -1.209, -3.282, 5,   2.324, 10.962, -8.954
1220260.74514, 3,  -8.926, -6.854, 12.054, 4,   0.051, -1.530, -2.718, 5,   1.744, 10.931, -9.209
1220260.76461, 3,  -8.605, -8.332, 12.788, 4,   0.154, -1.417, -2.071, 5,   1.166, 10.962, -9.509
1220260.78408, 3,  -7.520,-10.738, 12.803, 4,  -0.015, -0.896, -1.497, 5,   0.789, 10.904, -9.671
1220260.80355, 3,  -6.213,-14.587, 11.382, 4,   0.078, -0.537, -1.023, 5,   0.159, 10.971, -9.879
1220260.82302, 3,  -7.705,-18.441,  7.844, 4,   0.562, -0.376, -0.767, 5,  -0.287, 10.901,-10.130
1220260.84249, 3, -10.661,-18.981,  3.961, 4,   1.231, -0.089, -0.769, 5,  -0.656, 10.895,-10.349
1220260.86196, 3, -10.968,-17.915,  0.869, 4,   1.694,  0.226, -0.514, 5,  -1.050, 10.817,-10.582
1220260.88143, 3,  -9.374,-14.465,  0.248, 4,   1.625,  0.306,  0.394, 5,  -1.480, 10.735,-10.887
1220260.90087, 3,  -7.231, -9.939,  0.651, 4,   1.007,  0.370,  1.615, 5,  -1.715, 10.728,-11.243
1220260.92034, 3,  -6.363, -5.641,  3.014, 4,   0.075,  0.527,  2.744, 5,  -1.926, 10.703,-11.511
1220260.93981, 3,  -2.346, -2.152,  6.709, 4,  -0.991,  0.653,  3.632, 5,  -2.106, 10.696,-11.774
1220260.95928, 3,   6.839,  1.673, 12.258, 4,  -2.036,  0.662,  4.681, 5,  -2.205, 10.690,-12.057
1220260.97875, 3,  16.195,  6.360, 19.518, 4,  -2.965,  0.576,  5.909, 5,  -2.112, 10.596,-12.270
1220260.99822, 3,  19.702,  8.395, 26.534, 4,  -3.823,  1.386,  6.487, 5,  -1.880, 10.561,-12.230
1220261.01769, 3,  17.642,  9.143, 29.666, 4,  -4.422,  3.441,  5.649, 5,  -2.022, 10.828,-12.042
1220261.03750, 3,  15.062,  8.413, 27.446, 4,  -3.959,  4.290,  3.875, 5,  -1.526, 10.941,-11.494
1220261.05663, 3,  12.675,  7.308, 22.065, 4,  -2.165,  2.911,  2.081
1220261.07610, 3,   9.333,  6.139, 18.173, 4,  -0.162,  0.903,  0.693, 5,  -0.653, 10.886,-10.408
1220261.09558, 3,   5.584,  4.244, 15.301, 4,   0.966, -0.150, -0.334, 5,   0.841, 10.971, -9.489
1220261.11505, 3,   2.539,  2.697, 13.350, 4,   1.214, -0.269, -0.947, 5,   2.933, 11.072, -8.366
1220261.13449, 3,   0.548,  2.099, 11.547, 4,   1.145, -0.004, -1.178, 5,   5.444, 11.064, -6.807
1220261.15396, 3,   0.707,  1.435,  9.944, 4,   1.190, -0.016, -1.155, 5,   8.072, 11.287, -4.973
