1218589.85166, 3,  -0.355,  1.016,  9.137
1218589.87232, 3,  -0.355,  1.016,  9.137, 5,  11.594, -2.254, -0.215
1218589.89158, 3,  -0.355,  1.016,  9.137
1218589.91044, 3,  -0.355,  1.016,  9.137, 4,  -0.345,  0.229, -0.005
1218589.92987, 3,  -0.596,  1.435,  9.736, 4,  -0.345,  0.229, -0.005, 5,  11.513, -2.246, -0.313
1218589.94935, 3,   0.161,  2.103,  9.366, 4,  -0.345,  0.229, -0.005, 5,  11.415, -2.240, -0.380
1218589.96882, 3,   1.250,  2.783,  9.256, 4,   0.057,  0.081,  0.539, 5,  11.310, -2.388, -0.703
1218589.98829, 3,   2.829,  3.571, 10.109, 4,  -0.069,  0.232,  0.580, 5,  11.165, -2.475, -0.865
1218590.00776, 3,   4.277,  4.349, 11.345, 4,  -0.334,  0.464,  0.535, 5,  11.035, -2.524, -1.074
1218590.02720, 3,   5.551,  4.775, 12.808, 4,  -0.589,  0.715,  0.425, 5,  10.851, -2.548, -1.236
1218590.04667, 3,   7.168,  4.715, 13.704, 4,  -0.693,  0.848,  0.271, 5,  10.638, -2.548, -1.398
1218590.06614, 3,   8.169,  3.842, 13.378, 4,  -0.545,  0.775,  0.061, 5,  10.545, -2.499, -1.443
1218590.08561, 3,   7.612,  2.253, 11.828, 4,  -0.168,  0.668, -0.366, 5,  10.442, -2.475, -1.489
1218590.10508, 3,   6.668, -0.110, 10.433, 4,   0.241,  0.617, -0.927, 5,  10.266, -2.437, -1.489
1218590.12455, 3,   5.822, -2.372,  9.652, 4,   0.556,  0.401, -1.432, 5,  10.075, -2.376, -1.489
1218590.14402, 3,   4.561, -4.313,  9.254, 4,   0.743, -0.180, -1.802, 5,   9.868, -2.327, -1.537
1218590.16349, 3,   2.454, -5.885,  8.611, 4,   0.845, -0.713, -2.070, 5,   9.724, -2.066, -1.628
1218590.18296, 3,   0.007, -7.238,  7.642, 4,   0.845, -0.822, -2.267, 5,   9.439, -2.003, -1.814
1218590.20240, 3,  -2.175, -8.608,  6.493, 4,   0.810, -0.611, -2.341, 5,   9.213, -1.744, -1.814
1218590.22187, 3,  -5.025, -9.008,  6.186, 4,   0.783, -0.530, -2.265, 5,   8.928, -1.682, -1.837
1218590.24134, 3,  -7.316, -8.260,  5.706, 4,   0.789, -0.900, -2.083, 5,   8.554, -1.674, -2.068
1218590.26081, 3,  -8.746, -7.053,  5.161, 4,   0.838, -1.603, -1.749, 5,   8.159, -1.692, -2.161
1218590.28028, 3, -10.580, -5.884,  6.408, 4,   0.775, -2.165, -1.309, 5,   7.669, -1.680, -2.438
1218590.29975, 3, -12.659, -4.698,  8.326, 4,   0.368, -2.270, -0.917, 5,   7.176, -1.654, -2.647
1218590.31922, 3, -13.587, -2.932,  9.441, 4,  -0.182, -1.847, -0.496, 5,   6.551, -1.642, -2.942
1218590.33869, 3, -12.762, -1.152, 10.329, 4,  -0.611, -1.099,  0.114, 5,   5.907, -1.602, -3.110
1218590.35816, 3, -10.751,  0.811, 11.594, 4,  -0.970, -0.233,  0.898, 5,   5.397, -1.546, -3.212
1218590.37763, 3,  -7.161,  2.551, 13.068, 4,  -1.325,  0.572,  1.689, 5,   4.901, -1.428, -3.348
1218590.39710, 3,  -2.253,  4.120, 15.161, 4,  -1.606,  1.210,  2.449, 5,   4.535, -1.331, -3.413
1218590.41657, 3,   4.575,  5.961, 18.229, 4,  -1.844,  1.687,  3.198, 5,   4.240, -1.181, -3.339
1218590.43604, 3,  11.480,  6.790, 19.863, 4,  -1.950,  2.002,  3.837, 5,   4.053, -1.018, -3.259
1218590.45548, 3,  16.994,  6.463, 20.338, 4,  -1.643,  2.137,  3.881, 5,   3.972, -0.873, -3.172
1218590.47562, 3,  17.028,  5.347, 19.567, 4,  -0.955,  1.926,  3.136, 5,   3.877, -0.803, -3.174
1218590.49442, 3,  14.345,  2.983, 16.769, 4,  -0.056,  1.321,  1.727
1218590.51389, 3,  12.263,  0.613, 13.205, 4,   0.957,  0.552,  0.255, 5,   3.490, -0.708, -3.246
1218590.53336, 3,  10.793, -1.184,  9.146, 4,   1.770, -0.165, -0.738, 5,   3.308, -0.699, -3.432
1218590.55283, 3,   8.515, -2.844,  6.224, 4,   2.176, -0.526, -1.292, 5,   3.345, -0.708, -3.487
1218590.57230, 3,   6.257, -4.570,  4.300, 4,   2.089, -0.523, -1.687, 5,   3.502, -0.719, -3.389
1218590.59177, 3,   4.591, -5.625,  3.543, 4,   1.691, -0.513, -1.986, 5,   4.033, -0.610, -3.067
1218590.61124, 3,   2.657, -5.972,  4.279, 4,   1.176, -0.646, -2.160, 5,   5.014, -0.487, -2.661
1218590.63071, 3,   0.353, -5.943,  4.852, 4,   0.667, -0.878, -2.253, 5,   6.404, -0.409, -2.010
