1220706.74015, 3,  -0.424,  0.927,  8.269
1220706.76414, 3,  -0.424,  0.927,  8.269, 5,   1.852, 10.941,-11.189
1220706.78339, 3,  -0.424,  0.927,  8.269
1220706.80283, 3,  -0.424,  0.927,  8.269, 4,   0.152, -0.217,  0.024, 5,   1.846, 10.910,-11.278
1220706.82230, 3,  -7.214,  2.519,  8.606, 4,   0.152, -0.217,  0.024, 5,   1.840, 10.881,-11.290
1220706.84193, 3,  -9.626,  2.892,  9.718, 4,   0.152, -0.217,  0.024, 5,   1.654, 10.741,-11.499
1220706.86124, 3, -10.243,  2.901, 11.305, 4,  -0.500, -0.486, -0.019, 5,   1.617, 10.558,-11.661
1220706.88071, 3,  -8.261,  2.223, 11.985, 4,  -0.459, -0.785,  0.349, 5,   1.630, 10.364,-11.777
1220706.90015, 3,  -4.491,  2.145, 12.758, 4,  -0.368, -0.850,  1.052, 5,   1.703, 10.208,-11.800
1220706.91962, 3,   0.748,  3.510, 14.290, 4,  -0.412, -0.435,  1.859, 5,   1.787, 10.103,-11.777
1220706.93909, 3,   6.197,  4.278, 16.395, 4,  -0.676,  0.336,  2.525, 5,   1.883,  9.970,-11.729
1220706.95856, 3,  11.939,  4.138, 18.154, 4,  -0.935,  1.203,  2.817, 5,   2.182,  9.879,-11.568
1220706.97804, 3,  15.047,  3.037, 17.661, 4,  -0.917,  1.660,  2.626, 5,   2.509,  9.743,-11.383
1220706.99751, 3,  15.440,  0.962, 17.100, 4,  -0.436,  1.521,  1.776, 5,   2.823,  9.662,-11.244
1220707.01698, 3,  13.556, -1.299, 15.956, 4,   0.228,  0.879,  0.524, 5,   3.113,  9.662,-11.060
1220707.03645, 3,  10.854, -3.510, 12.900, 4,   0.925, -0.062, -0.690, 5,   3.368,  9.680,-10.944
1220707.05592, 3,   8.314, -5.775,  8.466, 4,   1.548, -0.710, -1.541, 5,   3.543,  9.654,-10.896
1220707.07539, 3,   6.557, -7.397,  5.442, 4,   1.783, -0.593, -1.904, 5,   3.708,  9.587,-10.873
1220707.09486, 3,   4.449, -8.538,  4.891, 4,   1.385,  0.196, -1.870, 5,   3.577,  9.645,-10.805
1220707.11433, 3,   2.657, -9.085,  6.770, 4,   0.602,  1.134, -1.732, 5,   3.589,  9.677,-10.712
1220707.13377, 3,   0.482, -8.984,  7.880, 4,  -0.028,  1.668, -1.596, 5,   3.752,  9.634,-10.550
1220707.15385, 3,  -0.069, -8.889,  5.304, 4,   0.031,  1.398, -1.470, 5,   3.925,  9.621,-10.365
1220707.17271, 3,  -0.196, -9.089,  2.393, 4,   0.721,  0.555, -1.257
1220707.19218, 3,  -2.760, -9.240,  2.237, 4,   1.224, -0.327, -1.159, 5,   3.912,  9.612,-10.411
1220707.21165, 3,  -7.113, -8.986,  4.263, 4,   1.070, -0.789, -1.391, 5,   3.925,  9.688,-10.481
1220707.23112, 3, -11.275, -8.441,  6.282, 4,   0.670, -0.911, -1.687, 5,   3.937,  9.764,-10.619
1220707.25059, 3, -14.315, -7.226,  6.649, 4,   0.499, -1.076, -1.666, 5,   3.888,  9.769,-10.619
1220707.27006, 3, -16.501, -6.230,  6.216, 4,   0.577, -1.187, -1.238, 5,   3.851,  9.822,-10.689
1220707.28953, 3, -15.643, -5.389,  5.724, 4,   0.569, -0.961, -0.525, 5,   3.780,  9.824,-10.689
1220707.30900, 3, -12.206, -4.417,  5.359, 4,   0.289, -0.458,  0.483, 5,   3.708,  9.721,-10.805
1220707.32847, 3,  -8.264, -3.385,  5.833, 4,  -0.177,  0.075,  1.610, 5,   3.671,  9.631,-10.873
1220707.34794, 3,  -5.486, -2.618,  6.479, 4,  -0.730,  0.554,  2.491, 5,   3.671,  9.500,-10.851
1220707.36741, 3,   0.260, -1.183,  6.886, 4,  -1.200,  0.799,  3.154, 5,   3.812,  9.425,-10.851
1220707.38688, 3,   8.395,  0.925,  7.374, 4,  -1.569,  0.738,  3.929, 5,   4.024,  9.358,-10.782
1220707.40632, 3,  16.303,  3.778, 12.639, 4,  -2.078,  0.775,  4.618, 5,   4.341,  9.122,-10.712
1220707.42579, 3,  17.477,  5.252, 17.545, 4,  -2.941,  1.451,  4.554, 5,   4.828,  9.033,-10.527
1220707.44526, 3,  14.323,  4.963, 18.373, 4,  -3.455,  2.659,  3.254, 5,   5.473,  8.841,-10.225
1220707.46473, 3,  12.959,  4.826, 16.905, 4,  -3.028,  3.122,  1.461, 5,   6.265,  8.722, -9.731
1220707.48420, 3,  11.798,  6.562, 15.292, 4,  -1.975,  1.954,  0.186, 5,   7.048,  8.513, -9.352
1220707.50367, 3,   9.681,  8.645, 15.261, 4,  -1.124,  0.391, -0.523, 5,   7.619,  8.403, -9.134
1220707.52314, 3,   7.887,  8.651, 18.006, 4,  -0.976, -0.129, -1.087, 5,   7.965,  8.458, -8.897
1220707.54261, 3,   3.915,  8.073, 20.220, 4,  -1.290,  0.094, -1.716, 5,   8.258,  8.527, -8.528
1220707.56208, 3,   0.061,  6.266, 20.756, 4,  -1.315,  0.340, -2.537, 5,   8.647,  8.711, -7.739
1220707.58155, 3,  -4.539,  3.443, 22.032, 4,  -0.718, -0.098, -3.361, 5,   9.398,  8.939, -7.130
1220707.60102, 3, -10.099, -0.604, 21.879, 4,   0.106, -1.079, -4.158, 5,   9.756,  9.283, -6.729
1220707.62046, 3, -14.760, -4.125, 19.313, 4,   0.965, -1.751, -4.758, 5,  10.327,  9.587, -5.946
1220707.63993, 3, -16.568, -6.444, 15.562, 4,   1.805, -1.816, -4.696, 5,  10.854, 10.007, -5.121
1220707.65940, 3, -14.449, -8.083, 11.642, 4,   2.372, -1.462, -3.833, 5,  11.415, 10.504, -4.474
1220707.67887, 3, -10.277, -9.755,  9.834, 4,   2.466, -0.801, -2.479, 5,  11.977, 11.130, -3.595
1220707.69834, 3,  -7.229,-10.431, 10.223, 4,   2.072,  0.042, -1.178, 5,  12.175, 11.908, -2.951
1220707.71781, 3,  -5.366,-10.337, 10.236, 4,   1.529,  0.727, -0.308, 5,  11.642, 12.988, -2.585
1220707.73795, 3,  -2.973,-10.052,  7.562, 4,   1.361,  0.973,  0.213, 5,  10.172, 13.828, -2.551
1220707.75675, 3,  -0.554, -9.261,  4.742, 4,   1.658,  0.863,  0.625
1220707.77622, 3,   0.949, -8.064,  2.890, 4,   1.896,  0.621,  0.990, 5,   8.119, 14.514, -3.487
